
0.535000,0.257500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.515000,0.417500,0.512500,0.222500,0.647500,0.295000,0.615000,0.185000,0.340000,0.010000,0.493333,0.490000,0.790000,0.220000,0.790000,0.220000,0.500000,0.100000,0.000000,0.490000,0.000000,0.490000,0.500000,0.400000,0.642500,0.127500,0.590000,0.200000,0.590000,0.200000,0.590000,0.200000,0.590000,0.200000,0.585000,0.210000,0.590000,0.135000,0.790000,0.000000,0.790000,0.000000,0.790000,0.490000,0.587500,0.085000,0.760000,0.220000,0.580000,0.210000,0.542500,0.125000,0.620000,0.337500,0.455000,0.030000,0.060000,0.370000,0.400000,0.490000,0.790000,0.490000,0.680000,0.260000,0.640000,0.392500,0.640000,0.392500,0.680000,0.490000,0.790000,0.000000,0.642500,0.152500,0.530000,0.400000,0.653333,0.226667,0.793333,0.493333,0.625000,0.271667,0.526667,0.256667,0.613333,0.493333,0.406667,0.385000,0.501667,0.098333,0.588333,0.410000,0.760000,0.291667,0.503333,0.288333,0.786667,0.460000,0.000000,0.433333,0.491667,0.298333,0.420000,0.193333,0.495000,0.306667,0.510000,0.298333,0.515000,0.396667,
