X Estimate,Y Estimate
0.605000,0.452500,0.517500,0.117500,0.517500,0.117500,0.520000,0.130000,0.717500,0.390000,0.490000,0.070000,0.490000,0.070000,0.490000,0.070000,0.490000,0.070000,0.517500,0.117500,0.517500,0.117500,0.517500,0.117500,0.517500,0.117500,0.517500,0.117500,0.517500,0.117500,
